table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
788,Shiv,9876544345,Pune,B1,Operation,Female,2.09,> 1 & < =3,5.09,Marr.,29.02,Direct,Non Promoted,Yes,Stay
543,Arnab,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,24.09,Direct,Promoted,Yes,Stay
683,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.07,Marr.,29.06,Direct,Non Promoted,Yes,Stay
604,Papu,9876544345,Noida,B2,Operation,Male,2.01,> 1 & < =3,9.01,Marr.,37.02,Employee Referral,Promoted,Yes,Stay
179,Dwane,9876544345,Chennai,B1,Operation,Male,0.1,< =1,3.1,Marr.,28.0,Direct,Promoted,No,Stay
589,Papu,9876544345,Noida,B1,Operation,Female,2.01,> 1 & < =3,3.05,Single,26.1,Agency,Non Promoted,No,Left
793,Shiv,9876544345,Bangalore,B1,Operation,Male,2.09,> 1 & < =3,5.09,Marr.,31.1,Employee Referral,Non Promoted,Yes,Stay
599,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.01,Direct,Promoted,Yes,Stay
178,Dwane,9876544345,Noida,B1,Operation,Male,0.1,< =1,5.04,Single,29.05,Direct,Promoted,No,Left
468,Arnab,9876544345,Chennai,B2,Operation,Male,1.07,> 1 & < =3,6.02,Marr.,41.04,Direct,Promoted,Yes,Stay
614,Papu,9876544345,Pune,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,23.11,Direct,Promoted,Yes,Stay
717,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,8.11,Marr.,31.07,Agency,Non Promoted,No,Left
621,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,4.1,Marr.,27.07,Direct,Promoted,No,Left
384,Arnab,9876544345,Chennai,B2,Operation,Female,1.05,> 1 & < =3,4.09,Marr.,26.08,Direct,Promoted,No,Stay
258,Arnab,9876544345,Bangalore,B1,Operation,Male,1.01,> 1 & < =3,4.01,Single,27.03,Direct,Promoted,No,Left
446,Arnab,9876544345,Mumbai,B1,Operation,Female,1.06,> 1 & < =3,2.08,Single,25.04,Direct,Non Promoted,No,Left
336,Arnab,9876544345,Chennai,B1,Operation,Male,1.03,> 1 & < =3,4.03,Single,35.08,Direct,Promoted,Yes,Stay
723,Papu,9876544345,Chennai,B1,Support,Female,2.06,> 1 & < =3,6.08,Marr.,27.07,Direct,Promoted,No,Stay
16,sid,9876544345,Chennai,B2,Operation,Female,0.02,< =1,5.02,Marr.,26.07,Direct,Promoted,Yes,Stay
4,sid,9876544345,Noida,B2,Operation,Male,0.01,< =1,6.06,Marr.,32.07,Direct,Promoted,Yes,Stay
828,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,6.02,Single,27.07,Agency,Non Promoted,Yes,Stay
257,Arnab,9876544345,Bangalore,B2,Operation,Male,1.0,< =1,6.08,Single,29.04,Direct,Non Promoted,Yes,Stay
744,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,5.04,Single,30.06,Agency,Promoted,Yes,Stay
484,Arnab,9876544345,Noida,B0,Support,Female,1.08,> 1 & < =3,1.08,Marr.,24.01,Direct,Promoted,No,Left
651,Papu,9876544345,Bangalore,B2,Operation,Male,2.03,> 1 & < =3,8.0,Single,31.1,Direct,Promoted,Yes,Stay
394,Arnab,9876544345,Bangalore,B2,Operation,Female,1.05,> 1 & < =3,6.02,Marr.,29.07,Direct,Promoted,No,Stay
223,Dwane,9876544345,Chennai,B2,Operation,Male,0.11,< =1,7.11,Marr.,30.11,Direct,Non Promoted,No,Stay
180,Dwane,9876544345,Bangalore,B2,Operation,Male,0.1,< =1,7.09,Single,31.08,Direct,Promoted,No,Left
754,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,24.1,Direct,Non Promoted,Yes,Stay
830,Shiv,9876544345,Chennai,B3,Operation,Male,2.1,> 1 & < =3,10.07,Marr.,35.07,Agency,Promoted,No,Stay
325,Arnab,9876544345,Lucknow,B0,Support,Female,1.03,> 1 & < =3,1.03,Single,24.02,Direct,Non Promoted,No,Left
536,Arnab,9876544345,Noida,C3,Operation,Female,2.1,> 1 & < =3,9.04,Marr.,31.03,Direct,Non Promoted,Yes,Stay
10,sid,9876544345,Chennai,B2,Operation,Male,0.01,< =1,10.01,Div.,41.06,Direct,Promoted,Yes,Stay
250,Arnab,9876544345,Lucknow,B2,Operation,Male,1.0,< =1,7.05,Marr.,32.02,Direct,Non Promoted,Yes,Stay
23,shruti,9876544345,Mumbai,B1,Operation,Female,0.02,< =1,1.1,Single,24.1,Direct,Non Promoted,Yes,Stay
357,Arnab,9876544345,Bangalore,B1,Operation,Female,1.04,> 1 & < =3,5.1,Marr.,26.1,Agency,Promoted,No,Left
222,Dwane,9876544345,Noida,B1,Operation,Male,0.11,< =1,4.11,Single,29.12,Agency,Non Promoted,Yes,Stay
607,Papu,9876544345,Noida,B2,Operation,Male,2.01,> 1 & < =3,8.01,Marr.,28.06,Employee Referral,Non Promoted,Yes,Stay
775,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.1,Marr.,24.11,Direct,Non Promoted,No,Left
886,Shiv,9876544345,Bangalore,B1,Operation,Male,0.1,< =1,5.04,Marr.,28.11,Agency,Promoted,No,Left
534,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.11,> 1 & < =3,4.02,Single,28.03,Direct,Non Promoted,Yes,Stay
341,Arnab,9876544345,Noida,B2,Operation,Male,1.03,> 1 & < =3,5.03,Single,27.08,Direct,Promoted,No,Left
751,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,7.11,Marr.,31.07,Agency,Promoted,No,Left
531,Arnab,9876544345,Bangalore,B1,Operation,Female,2.0,> 1 & < =3,2.0,Single,30.06,Direct,Promoted,No,Stay
204,Dwane,9876544345,Bangalore,B2,Operation,Male,0.11,< =1,10.11,Marr.,36.1,Agency,Promoted,No,Stay
238,Dwane,9876544345,Bangalore,B2,Operation,Male,1.0,< =1,4.0,Marr.,26.07,Direct,Non Promoted,Yes,Stay
94,shruti,9876544345,Bangalore,B3,Operation,Female,0.07,< =1,12.07,Marr.,38.09,Agency,Non Promoted,No,Stay
495,Arnab,9876544345,Chennai,B1,Operation,Female,1.09,> 1 & < =3,5.03,Single,27.05,Direct,Non Promoted,Yes,Stay
449,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,3.02,Single,28.01,Direct,Promoted,No,Left
835,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,27.08,Direct,Non Promoted,No,Left
285,Arnab,9876544345,Chennai,B1,Operation,Female,1.02,> 1 & < =3,1.02,Single,23.09,Direct,Non Promoted,Yes,Stay
185,Dwane,9876544345,Nagpur,B1,Operation,Male,0.1,< =1,4.0,Single,28.11,Direct,Promoted,Yes,Stay
758,Papu,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,Stay
435,Arnab,9876544345,Noida,B2,Operation,Male,1.06,> 1 & < =3,5.02,Single,27.07,Direct,Promoted,No,Left
540,Arnab,9876544345,Pune,B1,Operation,Male,1.1,> 1 & < =3,3.07,Single,30.06,Direct,Promoted,No,Left
154,Dwane,9876544345,Bangalore,B1,Operation,Female,0.09,< =1,3.02,Single,24.09,Direct,Non Promoted,Yes,Stay
76,shruti,9876544345,Noida,B2,Operation,Female,0.06,< =1,5.11,Single,27.02,Agency,Promoted,No,Left
663,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,4.05,Single,25.08,Direct,Non Promoted,No,Left
718,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,4.02,Single,25.1,Direct,Non Promoted,Yes,Stay
278,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.02,> 1 & < =3,6.04,Single,30.08,Agency,Non Promoted,Yes,Left
69,shruti,9876544345,Chennai,B1,Operation,Female,0.06,< =1,3.1,Single,25.04,Direct,Promoted,Yes,Stay
447,Arnab,9876544345,Noida,B4,Sales,Male,1.06,> 1 & < =3,11.06,Marr.,32.0,Employee Referral,Promoted,Yes,Stay
570,Papu,9876544345,Madurai,B2,Operation,Male,2.0,> 1 & < =3,10.0,Marr.,31.12,Direct,Promoted,Yes,Stay
189,Dwane,9876544345,Bangalore,B1,Operation,Male,0.11,< =1,0.11,Single,25.01,Direct,Non Promoted,Yes,Stay
272,Arnab,9876544345,Noida,B1,Operation,Female,1.01,> 1 & < =3,1.08,Single,23.12,Direct,Promoted,No,Left
669,Papu,9876544345,Pune,B1,Operation,Male,2.04,> 1 & < =3,5.06,Single,25.05,Employee Referral,Non Promoted,Yes,Stay
865,Shiv,9876544345,Madurai,B2,Operation,Male,3.0,> 1 & < =3,8.0,Single,29.06,Direct,Promoted,Yes,Stay
237,Dwane,9876544345,Bangalore,B2,Operation,Male,1.0,< =1,9.0,Single,28.12,Direct,Non Promoted,Yes,Left
89,shruti,9876544345,Bangalore,B3,Operation,Female,0.06,< =1,13.1,Marr.,36.07,Direct,Non Promoted,Yes,Stay
765,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,2.08,Single,27.07,Direct,Non Promoted,Yes,Stay
118,Dwane,9876544345,Pune,B1,Operation,Female,0.08,< =1,3.08,Single,26.01,Direct,Promoted,No,Left
126,Dwane,9876544345,Bangalore,B1,Operation,Female,0.08,< =1,4.1,Single,28.09,Direct,Promoted,No,Left
756,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.09,Single,24.09,Direct,Non Promoted,Yes,Stay
290,Arnab,9876544345,Bangalore,B1,Operation,Male,1.02,> 1 & < =3,3.09,Single,30.06,Direct,Non Promoted,Yes,Stay
239,Dwane,9876544345,Chennai,B1,Support,Female,1.0,< =1,5.0,Marr.,33.06,Direct,Non Promoted,Yes,Stay
1,sid,9876544345,Pune,B2,Operation,Male,0.0,< =1,6.08,Single,27.12,Direct,Non Promoted,Yes,Left
893,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.06,< =1,3.06,Marr.,25.02,Direct,Promoted,No,Left
478,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.07,> 1 & < =3,6.09,Marr.,35.11,Direct,Promoted,No,Stay
785,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,7.0,Marr.,33.08,Agency,Non Promoted,No,Left
396,Arnab,9876544345,Bangalore,B2,Operation,Male,1.05,> 1 & < =3,6.03,Marr.,31.07,Direct,Promoted,No,Stay
537,Arnab,9876544345,Noida,B2,Operation,Male,1.11,> 1 & < =3,8.03,Marr.,31.05,Employee Referral,Promoted,Yes,Stay
127,Dwane,9876544345,Noida,B2,Operation,Male,0.08,< =1,11.04,Single,25.04,Direct,Non Promoted,Yes,Stay
279,Arnab,9876544345,Bangalore,B2,Operation,Female,1.01,> 1 & < =3,6.01,Marr.,29.1,Direct,Promoted,Yes,Stay
698,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.03,Direct,Non Promoted,Yes,Stay
117,Dwane,9876544345,Chennai,B1,Operation,Female,0.08,< =1,3.01,Marr.,31.01,Direct,Promoted,Yes,Stay
474,Arnab,9876544345,Pune,B2,Operation,Male,1.07,> 1 & < =3,7.08,Marr.,31.09,Direct,Promoted,Yes,Stay
229,Dwane,9876544345,Bangalore,B1,Operation,Female,1.0,< =1,5.06,Marr.,35.05,Direct,Non Promoted,Yes,Stay
629,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,2.04,Single,26.04,Direct,Non Promoted,No,Left
882,Shiv,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,2.04,Single,23.01,Direct,Promoted,No,Left
58,shruti,9876544345,Chennai,B1,Operation,Male,0.05,< =1,3.05,Single,24.04,Direct,Non Promoted,No,Left
522,Arnab,9876544345,Bangalore,B1,Operation,Female,2.0,> 1 & < =3,2.0,Marr.,29.02,Direct,Promoted,No,Left
275,Arnab,9876544345,Chennai,B2,Operation,Female,1.01,> 1 & < =3,5.09,Single,27.07,Direct,Non Promoted,Yes,Stay
319,Arnab,9876544345,Noida,B3,Support,Male,1.03,> 1 & < =3,12.03,Marr.,35.1,Direct,Non Promoted,Yes,Stay
612,Papu,9876544345,Bangalore,B1,Operation,Female,2.03,> 1 & < =3,2.03,Single,25.03,Direct,Promoted,No,Left
145,Dwane,9876544345,Pune,B1,Operation,Male,0.09,< =1,4.08,Single,30.09,Agency,Promoted,No,Left
641,Papu,9876544345,Noida,B3,Operation,Male,2.03,> 1 & < =3,11.03,Sep.,39.01,Employee Referral,Non Promoted,Yes,Stay
694,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.05,Single,29.09,Employee Referral,Non Promoted,No,Left
848,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.02,Direct,Non Promoted,Yes,Stay
761,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,8.02,Marr.,35.04,Direct,Non Promoted,Yes,Stay
370,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.04,> 1 & < =3,3.1,Single,26.09,Direct,Promoted,No,Left
269,Arnab,9876544345,Hyderabad,B3,Operation,Male,1.01,> 1 & < =3,12.01,Marr.,34.02,Direct,Non Promoted,No,Left
630,Papu,9876544345,Hyderabad,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.1,Direct,Non Promoted,No,Left
308,Arnab,9876544345,Noida,B2,Operation,Male,1.02,> 1 & < =3,5.02,Single,27.04,Employee Referral,Non Promoted,Yes,Stay
424,Arnab,9876544345,Noida,B1,Support,Female,1.06,> 1 & < =3,4.04,Single,26.03,Direct,Promoted,No,Stay
311,Arnab,9876544345,Noida,B1,Support,Female,1.03,> 1 & < =3,1.03,Single,24.04,Direct,Promoted,No,Left
355,Arnab,9876544345,Bangalore,B1,Operation,Female,1.04,> 1 & < =3,4.04,Single,26.09,Direct,Non Promoted,Yes,Stay
47,shruti,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,3.07,Marr.,33.1,Direct,Promoted,No,Stay
350,Arnab,9876544345,Chennai,B1,Operation,Male,1.04,> 1 & < =3,3.11,Single,29.0,Direct,Non Promoted,Yes,Stay
372,Arnab,9876544345,Chennai,B1,Operation,Male,1.04,> 1 & < =3,4.0,Single,26.1,Direct,Non Promoted,Yes,Stay
480,Arnab,9876544345,Madurai,B1,Operation,Male,1.08,> 1 & < =3,4.08,Single,30.05,Direct,Promoted,Yes,Stay
582,Papu,9876544345,Bangalore,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.06,Direct,Non Promoted,Yes,Stay
262,Arnab,9876544345,Chennai,B1,Operation,Male,1.0,< =1,3.11,Single,25.06,Direct,Promoted,Yes,Stay
196,Dwane,9876544345,Bangalore,B2,Operation,Male,0.11,< =1,7.01,Marr.,34.03,Agency,Non Promoted,No,Stay
902,Rahul,9876544345,Madurai,B2,Operation,Male,0.02,< =1,10.02,Marr.,32.08,Direct,Non Promoted,No,Stay
752,Papu,9876544345,Noida,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,25.11,Direct,Non Promoted,Yes,Stay
108,Dwane,9876544345,Bangalore,B1,Operation,Female,0.08,< =1,4.01,Single,27.07,Direct,Non Promoted,No,Left
878,Shiv,9876544345,Bangalore,B1,Operation,Male,3.0,> 1 & < =3,5.0,Single,26.07,Direct,Promoted,Yes,Stay
60,shruti,9876544345,Madurai,B2,Operation,Male,0.05,< =1,12.05,Marr.,40.07,Direct,Non Promoted,No,Stay
665,Papu,9876544345,Chennai,B1,Operation,Male,2.04,> 1 & < =3,6.04,Single,31.08,Direct,Non Promoted,Yes,Stay
264,Arnab,9876544345,Noida,B2,Operation,Male,1.01,> 1 & < =3,7.11,Single,27.11,Direct,Promoted,No,Stay
722,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,7.11,Marr.,29.03,Employee Referral,Promoted,Yes,Stay
101,Dwane,9876544345,Chennai,B2,Operation,Male,0.07,< =1,7.07,Marr.,33.08,Direct,Promoted,Yes,Stay
444,Arnab,9876544345,Bangalore,B2,Operation,Male,1.06,> 1 & < =3,7.06,Marr.,34.06,Agency,Non Promoted,Yes,Stay
491,Arnab,9876544345,Bangalore,B1,Operation,Female,1.08,> 1 & < =3,2.1,Single,25.09,Direct,Promoted,Yes,Stay
678,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,8.08,Marr.,34.06,Direct,Promoted,No,Stay
305,Arnab,9876544345,Noida,B1,Operation,Male,1.02,> 1 & < =3,4.07,Single,26.05,Agency,Non Promoted,No,Left
342,Arnab,9876544345,Noida,B2,Operation,Male,1.03,> 1 & < =3,4.1,Single,29.09,Agency,Non Promoted,Yes,Stay
870,Shiv,9876544345,Chennai,B1,Operation,Male,3.0,> 1 & < =3,6.0,Single,27.11,Direct,Promoted,Yes,Stay
150,Dwane,9876544345,Bangalore,B1,Operation,Male,0.09,< =1,5.05,Single,26.06,Direct,Promoted,No,Left
125,Dwane,9876544345,Noida,B5,Operation,Male,0.08,< =1,25.08,Marr.,40.04,Agency,Non Promoted,No,Stay
710,Papu,9876544345,Noida,B5,Sales,Male,2.06,> 1 & < =3,23.06,Marr.,47.0,Direct,Promoted,Yes,Stay
51,shruti,9876544345,Bangalore,B1,Operation,Female,0.04,< =1,1.01,Single,24.02,Direct,Non Promoted,Yes,Stay
354,Arnab,9876544345,Chennai,B4,Support,Male,1.04,> 1 & < =3,16.04,Marr.,42.05,Direct,Non Promoted,Yes,Stay
833,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,4.1,Single,28.05,Direct,Promoted,No,Left
143,Dwane,9876544345,Chennai,B1,Operation,Male,0.09,< =1,4.03,Single,27.07,Direct,Non Promoted,Yes,Stay
471,Arnab,9876544345,Madurai,B1,Operation,Male,1.07,> 1 & < =3,1.07,Single,29.03,Direct,Promoted,No,Left
400,Arnab,9876544345,Noida,B1,Support,Female,1.05,> 1 & < =3,2.0,Single,24.05,Direct,Non Promoted,Yes,Stay
568,Papu,9876544345,Chennai,B3,Operation,Male,2.0,> 1 & < =3,7.0,Marr.,32.1,Direct,Promoted,Yes,Stay
321,Arnab,9876544345,Hyderabad,B2,Operation,Male,1.08,> 1 & < =3,1.08,Marr.,43.1,Direct,Non Promoted,Yes,Stay
20,shruti,9876544345,Bangalore,B2,Operation,Male,0.03,< =1,5.1,Single,27.08,Agency,Promoted,Yes,Stay
731,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.08,Single,24.1,Direct,Promoted,Yes,Stay
714,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3.02,Single,27.09,Direct,Non Promoted,No,Left
814,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,9.1,Marr.,32.1,Direct,Non Promoted,Yes,Stay
408,Arnab,9876544345,Chennai,B1,Operation,Female,1.05,> 1 & < =3,5.01,Single,26.08,Employee Referral,Non Promoted,Yes,Stay
581,Papu,9876544345,Chennai,B2,Operation,Male,2.01,> 1 & < =3,9.07,Single,32.07,Direct,Promoted,No,Stay
39,shruti,9876544345,Hyderabad,B2,Operation,Male,0.04,< =1,9.04,Marr.,38.07,Agency,Promoted,Yes,Stay
176,Dwane,9876544345,Pune,B1,Operation,Male,0.1,< =1,4.1,Single,27.11,Direct,Non Promoted,Yes,Stay
246,Dwane,9876544345,Chennai,B1,Operation,Male,1.0,< =1,3.07,Single,26.09,Direct,Non Promoted,Yes,Stay
867,Shiv,9876544345,Bangalore,B2,Operation,Female,2.11,> 1 & < =3,7.07,Marr.,29.1,Agency,Non Promoted,No,Left
690,Papu,9876544345,Noida,B1,Operation,Female,2.05,> 1 & < =3,2.05,Single,25.01,Direct,Non Promoted,No,Left
681,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.03,Direct,Non Promoted,Yes,Stay
818,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.02,Marr.,24.08,Agency,Non Promoted,Yes,Stay
155,Dwane,9876544345,Nagpur,B1,Operation,Male,0.09,< =1,3.11,Marr.,37.07,Direct,Non Promoted,No,Left
288,Arnab,9876544345,Chennai,B2,Operation,Male,1.02,> 1 & < =3,4.02,Single,25.11,Agency,Promoted,No,Left
546,Arnab,9876544345,Chennai,B1,Operation,Male,1.11,> 1 & < =3,5.08,Single,28.02,Direct,Promoted,No,Left
18,sid,9876544345,Lucknow,B1,Operation,Male,0.02,< =1,5.02,Marr.,36.03,Direct,Promoted,No,Left
128,Dwane,9876544345,Chennai,B2,Operation,Male,0.09,< =1,6.09,Marr.,30.01,Direct,Promoted,No,Stay
323,Arnab,9876544345,Hyderabad,B2,Operation,Male,1.08,> 1 & < =3,1.08,Single,26.08,Direct,Non Promoted,Yes,Stay
256,Arnab,9876544345,Bangalore,B1,Operation,Male,1.0,< =1,4.02,Single,30.01,Direct,Promoted,Yes,Stay
598,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,5.01,Single,29.09,Direct,Promoted,Yes,Stay
868,Shiv,9876544345,Bangalore,B1,Operation,Male,3.0,> 1 & < =3,7.0,Marr.,32.09,Agency,Non Promoted,No,Left
191,Dwane,9876544345,Noida,B1,Operation,Female,0.11,< =1,6.09,Single,29.07,Employee Referral,Non Promoted,Yes,Stay
116,Dwane,9876544345,Bangalore,B2,Operation,Male,0.08,< =1,6.1,Marr.,33.02,Agency,Promoted,No,Stay
559,Papu,9876544345,Bangalore,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,25.03,Direct,Non Promoted,Yes,Stay
181,Dwane,9876544345,Pune,B2,Operation,Male,0.1,< =1,5.03,Marr.,33.05,Direct,Promoted,Yes,Stay
302,Arnab,9876544345,Chennai,B1,Operation,Male,1.02,> 1 & < =3,2.09,Single,27.05,Direct,Non Promoted,No,Left
686,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,7.1,Marr.,29.1,Agency,Non Promoted,No,Left
645,Papu,9876544345,Chennai,B2,Operation,Female,2.03,> 1 & < =3,7.03,Marr.,29.07,Direct,Non Promoted,Yes,Stay
656,Papu,9876544345,Hyderabad,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,27.06,Direct,Promoted,Yes,Stay
622,Papu,9876544345,Noida,B2,Support,Male,2.02,> 1 & < =3,12.02,Marr.,36.0,Direct,Promoted,No,Stay
602,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.04,Direct,Promoted,No,Left
518,Arnab,9876544345,Pune,B4,Operation,Male,1.09,> 1 & < =3,21.05,Marr.,46.05,Direct,Promoted,Yes,Stay
887,Rahul,9876544345,Bangalore,B1,Operation,Female,0.11,< =1,4.0,Single,22.08,Direct,Promoted,Yes,Stay
46,shruti,9876544345,Noida,B2,Operation,Male,0.04,< =1,10.04,Marr.,37.0,Employee Referral,Non Promoted,No,Stay
817,Shiv,9876544345,Madurai,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.09,Direct,Non Promoted,Yes,Stay
158,Dwane,9876544345,Chennai,B2,Operation,Male,0.1,< =1,11.0,Marr.,39.11,Agency,Non Promoted,Yes,Stay
743,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.09,Single,29.06,Direct,Promoted,Yes,Stay
172,Dwane,9876544345,Chennai,B1,Operation,Female,0.1,< =1,2.08,Single,24.12,Direct,Promoted,No,Left
17,sid,9876544345,Nagpur,B2,Operation,Male,0.02,< =1,5.02,Marr.,27.1,Direct,Promoted,No,Left
512,Arnab,9876544345,Bangalore,B1,Operation,Male,1.1,> 1 & < =3,1.1,Single,23.08,Direct,Non Promoted,Yes,Stay
49,shruti,9876544345,Chennai,B2,Operation,Male,0.04,< =1,12.05,Single,39.08,Direct,Non Promoted,No,Left
874,Shiv,9876544345,Bangalore,B1,Operation,Male,3.0,> 1 & < =3,4.05,Marr.,26.08,Direct,Promoted,No,Left
757,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.07,Direct,Non Promoted,Yes,Stay
516,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,5.01,Single,27.07,Direct,Promoted,Yes,Left
623,Papu,9876544345,Pune,B1,Operation,Male,2.02,> 1 & < =3,4.11,Single,28.09,Direct,Promoted,No,Left
481,Arnab,9876544345,Madurai,B2,Operation,Male,1.08,> 1 & < =3,7.11,Single,29.06,Direct,Promoted,Yes,Stay
284,Arnab,9876544345,Chennai,B2,Operation,Male,1.02,> 1 & < =3,6.02,Single,29.04,Direct,Non Promoted,Yes,Stay
595,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,27.05,Direct,Promoted,No,Left
226,Dwane,9876544345,Noida,B1,Operation,Male,0.11,< =1,4.03,Single,29.02,Direct,Non Promoted,Yes,Stay
27,shruti,9876544345,Bangalore,B2,Operation,Female,0.02,< =1,8.04,Single,30.07,Direct,Promoted,No,Stay
706,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3.0,Single,27.06,Direct,Non Promoted,Yes,Stay
438,Arnab,9876544345,Bangalore,B1,Operation,Male,1.06,> 1 & < =3,4.08,Single,26.08,Direct,Promoted,No,Left
855,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,25.02,Direct,Non Promoted,No,Left
365,Arnab,9876544345,Bangalore,B3,Operation,Male,1.04,> 1 & < =3,15.04,Marr.,37.02,Direct,Promoted,No,Stay
230,Dwane,9876544345,Chennai,B1,Operation,Male,1.0,< =1,4.08,Single,28.02,Direct,Non Promoted,No,Left
38,shruti,9876544345,Bangalore,B1,Operation,Female,0.03,< =1,2.04,Single,26.07,Direct,Non Promoted,Yes,Left
869,Shiv,9876544345,Bangalore,B1,Operation,Male,3.0,> 1 & < =3,3.0,Single,25.06,Direct,Promoted,Yes,Stay
375,Arnab,9876544345,Noida,B2,Operation,Male,1.04,> 1 & < =3,4.06,Single,24.09,Agency,Promoted,No,Stay
470,Arnab,9876544345,Chennai,B2,Operation,Male,1.07,> 1 & < =3,7.09,Marr.,32.04,Direct,Promoted,No,Stay
871,Shiv,9876544345,Chennai,B1,Operation,Female,3.0,> 1 & < =3,7.06,Marr.,29.06,Direct,Promoted,Yes,Stay
766,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,4.04,Marr.,31.07,Direct,Non Promoted,No,Left
658,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.08,Direct,Promoted,Yes,Stay
195,Dwane,9876544345,Chennai,B1,Operation,Male,0.11,< =1,1.11,Single,28.04,Direct,Non Promoted,Yes,Stay
768,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,6.09,Marr.,28.1,Direct,Non Promoted,Yes,Stay
778,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,12.09,Marr.,34.05,Agency,Non Promoted,Yes,Stay
504,Arnab,9876544345,Pune,B1,Operation,Male,1.09,> 1 & < =3,4.05,Marr.,33.07,Direct,Promoted,Yes,Stay
873,Shiv,9876544345,Bangalore,B1,Operation,Female,3.0,> 1 & < =3,7.0,Marr.,28.06,Direct,Promoted,No,Stay
